openingDate;postalCode;address;managers;name;phone;mail;status;code;reference;contract
;74800;LA ROCHE SUR FORON;Michel Xavier MOREL;SARL FJ IMOINVEST;04.50.97.68.00;larochesurforon@guyhoquet.com;P;HOQUET1014;Siège;
;85000;LA ROCHE SUR YON;Lionel LAVOGEZ;AGENCE IMMOBILIERE NUEVA;02.51.24.11.60;rochesuryon@guyhoquet.com;P;HOQUET330;Siège;1784
;17137;LA ROCHELLE OUEST;Tony BUCCI;KOAL'IMMO;05 46 01 04 04;"larochelleouest@guyhoquet.com
";P;HOQUET1074;Siège;1877
;17000;LA ROCHELLE SUD EST;Stéphane PRADES;VILLA' REAL;05.46.55.14.14;larochellesud@guyhoquet.com;P;HOQUET1013;Siège;1884
19/10/2015;33260  ;LA TESTE DE BUCH;Olivia et Valérie TESSEIDRE               ;TEISSEIDRE & CO;05 56 22 38 88;latestedebuch@guyhoquet.com;P;HOQUET1225;Siège;2043
;38110;LA TOUR DU PIN;Gilles LE CHARTIER;GLC IMMO;09 73 31 34 80;latourdupin@guyhoquet.com;P;HOQUET1055;Siège;2116
10/02/2016;17390;LA TREMBLADE;Dominique BLANCHIER ;DOMINIQUE IMMOBILIER;05 46 76 04 04;latremblade@guyhoquet.com  ;P;HOQUET1241;Siège;2111
17/06/2014;40530;LABENNE;Jean-François BISCAYART;SUD OCEAN IMMOBILIER;05 58 70 00 00;labenne@guyhoquet.com;Succ.;HOQUET1121 S;Pas de code unique;1718
;77410;LAGNY SUR MARNE;Brigitte ERSBOLL;B.D.C. Business Development Consulting ;01.60.31.77.88;lagny@guyhoquet.com;P;HOQUET115;Siège;1891
;43300;LANGEAC;Vincent ROUBAUD et Nicolas COMTE;CR IMMO;04 71 77 30 87 ;langeac@guyhoquet.com;P;HOQUET1070;Siège;1660
04/05/2015;33210;LANGON;Claude RICHARD (Mme);GESTION LOCATIVE EN GIRONDE; 56 63 65 96;langon@guyhoquet.com ;Succ.;HOQUET1213;Siège;1936
;33210;LANGON;Franck RICHARD;CALUMA;05.56.63.65.96;langon@guyhoquet.com;P;HOQUET371;Siège;1936
16/03/2016;34970;LATTES;"Mme Charlotte PANSIER
M. Gabriel PANSIER ";CMP IMMOBILIER;04 99 92 09 88;lattes@guyhoquet.com;P;HOQUET1247;Siège;2047
05/10/2016;33110;LE BOUSCAT;Dorothée SIMON;CABINET DU PARC BORDELAIS;05 56 00 77 17;bordeauxcauderanbouscat@guyhoquet.com ;P;HOQUET1266;Siège;2183
;6110;LE CANNET;Didier PLANE;ADAP EXCELLENCE IMMO;04.92.18.40.40;lecannet@guyhoquet.com;P;HOQUET283;Siège;1631
30/06/2016;78000;Le Chesnay;Pierre HEBERT;CAPIMMO;01 83 43 60 63;lechesnay@guyhoquet.com;P;HOQUET868;Siège;2198
06/10/2015;91830;LE COUDRAY MONTCEAUX;"Jean-Luc PINI
Frédéric PETIT ";A DEUX PAS IMMOBILIER;01 60 78 90 51;lecoudray@guyhoquet.com;P;HOQUET1223;Siège;2023
09/12/2015;94270;LE KREMLIN-BICETRE;LISE HE;France IMMOBILIER;01 46 70 12 34;kremlinbicetre@guyhoquet.com;P;HOQUET1230;Siège;2087
16/04/2015;72000;LE MANS;Jean-Marie VEILLON;MONOD IMMO;02 43 23 51 80;lemans@guyhoquet.com  ;P;HOQUET1211;Siège;1985
;83490;LE MUY;Frédéric REYTER;ENVIE DE TOIT;04 83 12 80 12;f.reyter@guyhoquet.com ;P;HOQUET810;Siège;1781
;94170;LE PERREUX SUR MARNE;Joffrey SERVAL;JSR IMMO;01 75 64 05 44;leperreux@guyhoquet.com;P;HOQUET1046;Siège;2040
;62300;LENS;Bernard Coffinet;LLA Immobilier;03 21 20 39 18;lens@guyhoquet.com;P;HOQUET1142;Siège;1882
;93260;LES LILAS;Jean-Jacques BARDIN;ESTIMMO;01.55.82.16.16;leslilas@guyhoquet.com;P;HOQUET105;Siège;2019
;85100;LES SABLES D'OLONNE;Charles-Louis SCERRI;SCERRI IMMO LES SABLES ;02 51 21 14 15;lessables@guyhoquet.com;P;HOQUET1023;Siège;2067
;92300;LEVALLOIS PERRET;Cédric DENIS;L’IMMOBILIERE DU CENTRE;01 41 05 00 40;levallois@guyhoquet.com;P;HOQUET1109;Siège;1679
;33500;LIBOURNE;Thierry HAUGUEL;THIERRY HAUGUEL IMMOBILIER;05.57.55.18.55;libourne@guyhoquet.com;P;HOQUET180;Siège;2148
;77127;LIEUSAINT;Mickael MOUL et Jean-Philippe LISSANDRES ;VILA SARL;01 60 18 8000;melunsenart@guyhoquet.com;P;HOQUET333;Siège;1933
11/10/2016;94450;LIMEIL BREVANNES;David COURTIN;COURTINVESTIMMO;01 45 10 50 00;limeil-brevannes@guyhoquet.com  ;P;HOQUET1268;Siège;2228
15/12/2015;14100;LISIEUX;Annick et Daniel DESHAYES;IMMOLIS;02 31 31 80 00;lisieux@guyhoquet.com;P;HOQUET1233;Siège;2071
;84800;L'ISLE SUR LA SORGUE;Jean-Marc VILLETTE;JMD;04 90 21 43 80;islesursorgue@guyhoquet.com;P;HOQUET382;Siège;1938
;91090;LISSES;Patrick MILLOUR;JP3M IMMOBILIER;01 60 91 16 05;lisses@guyhoquet.com;P;HOQUET719;Siège;1745
;26250;LIVRON SUR DROME;Benoît MACLIN;DROME LAND;04 75 61 15 55;livron@guyhoquet.com;P;HOQUET650;Siège;1713
;93190;LIVRY GARGAN;Brice MOUTINHO;MOUTINHO CONSEIL IMMOBILIER;01 41 52 22 22 ;livrygargan@guyhoquet.com;P;HOQUET781;Siège;1806
;91160;LONGJUMEAU;Gaël KERVININEN et Fabrice GUTTON;GK INVESTISSEMENT;01 69 74 12 73;longjumeau@guyhoquet.com;P;HOQUET414;Siège;2156
;61290;LONGNY AU PERCHE;Arnaud MORTIER;ARNAUD MORTIER;02 33 25 78 68;longnyauperche@guyhoquet.com;Succ.;HOQUET1000;Siège;1918
19/05/2016;Lux;Luxembourg;Fernando SOUSA et Geoffrey DEPRE;Luxembourg Immobilière;00352 28 99 39 39;contact@guyhoquet.lu;P;HOQUET1236;Siège;2114
23/03/2015;69002;LYON 2;Vincent MAZZOCCO ;FRANKLIN IMMOBILIER;04 81 65 35 70;lyon2@guyhoquet.com ;P;HOQUET1207;Siège;2044
;69003;LYON 3;Michel BADEY;BADEY IMMOBILIER;04 37 56 78 07;lyon3@guyhoquet.com;P;HOQUET1176;Siège;1906
16/12/2015;69003;LYON 3 OUEST;Kim NIELSEN-KOLDING               ;NIELSEN IMMO;04 72 07 46 00;lyon3ouest@guyhoquet.com  ;P;HOQUET1234;Siège;2054
;69004;LYON 4è;Patrick ARNAUD;L'IMMOBILIERE DU PLATEAU;04.72.07.46.00;Lyon4@guyhoquet.com;P;HOQUET1075;Siège;new1666
;69006;LYON 6è;François LEROY;BROTTEAUX IMMOBILIER CONSEIL;04.37.24.08.89;lyon6@guyhoquet.com;P;HOQUET1019;Siège;2082
;69007;LYON 7è;Gaël FLUCHAIRE;STYX IMMO;04.72.76.70.80;lyon7@guyhoquet.com;P;HOQUET57;Siège;2042
09/02/2015;69009;LYON 9;Eric TOURRUCOU;RHONE SERVICE IMMOBILIER;04 72 20 02 05 ;lyon9@guyhoquet.com ;P;HOQUET1200;Siège;2003
24/02/2015;28130;MAINTENON;Vincent GILLOT;AGENCE DE LA VALLEE;02 37 27 10 13;maintenon@guyhoquet.com;P;HOQUET1201;Siège;2004
;94700;MAISONS ALFORT;Laurent GOLDENBERG;DELPHIMMO;01.45.18.38.38;maisonsalfort@guyhoquet.com;P;HOQUET62;Siège;2033
24/02/2015;57280;MAIZIERE-LES-METZ;Christophe MICHEL;LOGANE IMMO;03 87 51 90 59;maiziereslesmetz@guyhoquet.com;P;HOQUET1202;Siège;2048
;92240;MALAKOFF;Hervé POINSON et Michel MENDES;M.P.M EURL;01.46.57.70.26;malakoff@guyhoquet.com;P;HOQUET876;Siège;1967
;45330;MALESHERBES;Johann BERTHELOT;JEAN ET MICHELE IMMOBILIER;02 38 34 10 07;malesherbes@guyhoquet.com;P;HOQUET696;Siège;1721
;78200;MANTES LA JOLIE;Xavier LEGRAND;GAMBETTA IMMOBILIER 78;01 30 98 30 60;manteslajolie@guyhoquet.com;P;HOQUET417;Siège;1961
;59700;MARCQ EN BAROEUL;Eric PETIT;IMMOBILIERE DU QUINTE;03 20 75 37 12 ;marcqenbaroeul@guyhoquet.com;P;HOQUET1108;Siège;1734
;17320;MARENNES;Dominique BLANCHIER;DOMINIQUE IMMOBILIER;05 46 85 00 06 ;marennes@guyhoquet.com;Succ.;HOQUET738;Siège;1974
;60280;MARGNY LES COMPIEGNE;Charles COPIGNY;BLUEWAY;03 44 30 02 85;compiegne@guyhoquet.com;P;HOQUET383;Siège;2011
;78160;MARLY LE ROI;Jean-Philippe MARRO;Immobilière JPMBL;01 30 08 65 65;marlyleroi@guyhoquet.com;P;HOQUET1098;Siège;1754
;47200;MARMANDE;Mahjob EL BOUMEDIANI;B.HOME;05 53 64 36 36;marmande@guyhoquet.com;P;HOQUET1049;Siège;2157
;Etranger;"MAROC
MARRAKECH";Othmane et Laîla Benhallam;INITIAL IMMOBILIER;00 212 24 44 64 23;marrakech@guyhoquet.com;P;HOQUET832;Siège;2147
;91300;MASSY;Fabrice GUTTON ;AJC IMMO;01.69.53.82.60;massy@guyhoquet.com;P;HOQUET303;Siège;1913
;77000;MELUN;Christophe HAPPART;HAPPART IMMOBILIER;01.60.59.07.33;melun@guyhoquet.com;P;HOQUET332;Siège;1577
;33700;MERIGNAC;Christian MERCIER;RESERVOIR IMMO;05 56 12 86 00;merignac@guyhoquet.com;P;HOQUET1159;Siège;1905
;57000;METZ;Brigitte TRIGANO;CTIS;03.87.32.20.90;metz@guyhoquet.com;P;HOQUET544;Siège;2110
;92360;MEUDON LA FORET;Jacques SISLIAN et Bruno ROVILLAIN;LE PATIO;01 40 83 16 75;meudonlaforet@guyhoquet.com;Succ.;HOQUET612;Siège;1759
;34140;MEZE;Frank SOURIN ;BASSIN DU THAU IMMOBILIER;04 67 434 434 ;meze@guyhoquet.com ;P;HOQUET1151;Siège;1911
;40200;MIMIZAN;Dominique DEZELLUS;GRANDE LANDE;05.58.83.58.58;mimizan@guyhoquet.com;Succ.;HOQUET295 S;Pas de code unique;1706
;1700;MIRIBEL;Yohan AMAR;MENIERE ET AMAR L’IMMOBILIER;04 72 25 40 00;miribel@guyhoquet.com;P;HOQUET1116;Siège;1826
;77290;MITRY MORY;Denis DUSSART;ACCORD IMMO;01.60.21.04.21;mitry@guyhoquet.com;P;HOQUET247;Siège;1847
;67120;MOLSHEIM;Sylvère HUMBERT;SYLCOR SARL;03.88.04.68.54;molsheim@guyhoquet.com;P;HOQUET222;Siège;2153
24/07/2014;89470;MONETEAU;Lucien VERNAGALLO;ETI IMMOBILIER;03 86 40 57 33;moneteau@guyhoquet.com ;P;HOQUET1180;Siège;1987
08/03/2016;40000;MONT DE MARSAN;"M. Charles DEGANS
M. Thomas FELIX ";DF IMMOBILIER;05 24 28 54 59;montdemarsan@guyhoquet.com;P;HOQUET1245;Siège;2135
21/01/2016;82000;MONTAUBAN;"Mme Véronique DE LASSALLE et
M. Thomas PETROVIC ";TOMTOM IMMOBILIER;05 63 03 88 10;montauban@guyhoquet.com;P;HOQUET1238;Siège;2122
26/08/2014;37250;MONTBAZON;Ambroise de NORAY;AMBROISE IMMO;02 47 80 01 99;montbazon@guyhoquet.com;P;HOQUET1182;Siège;1982
;42600;MONTBRISON;Jean-Luc CHANUT;J.T.F.CHANUT IMMOBILIER;04 77 76 05 88;montbrison@guyhoquet.com;P;HOQUET827;Siège;1809
;26600;MONTELIMAR;Pascal AVINENS et Arnaud MEHL ;A.P. CONSEILS ET TRANSACTIONS;04 75 96 42 82 ;cabinetdromeardeche@guyhoquet.com;P;GHEC0062;GHEC;2026
;26200;MONTELIMAR;Pascal AVINENS, Arnaud Mehl et Jean-François ALCARAZ;SAS JAP IMMO;04 75 96 42 82;montelimar@guyhoquet.com;P;HOQUET1135;Siège;1774
;77130;MONTEREAU FAULT YONNE;Carlos ERVALHO;LABOEER IMMOBILIER MONTEREAU;01 64 70 36 22;montereau@guyhoquet.com;P;HOQUET1105;Siège;1772
;78180;MONTIGNY LE BRETONNEUX;Fernand D’AMATO;Sweet Home Immo;01 30 48 07 00;montigny78@guyhoquet.com;P;HOQUET1017;Siège;2035
11/05/2016;91310;MONTLHERY;Bruno DELAMBILY ;AGENCE IMMOBILIERE DE MONTLHERY;01 69 63 35 00; montlhery@guyhoquet.com ;P;HOQUET1248;Siège;2084
;34090;MONTPELLIER nord;Roudaïna MARCHAL;SOCONSIM;04 99 23 00 87;montpelliernord@guyhoquet.com;P;HOQUET521;Siège;2007
;34080;MONTPELLIER ouest;Bruno MEZI;BPMI;04.67.87.48.80;montpellier-ouest@guyhoquet.com;P;HOQUET1127;Siège;1851
;34000;MONTPELLIER SUD;Guillaume VERBIZIER;AVB IMMOBILIER;04.11.28.00.90;montpelliersud@guyhoquet.com;P;HOQUET1131;Siège;1849
23/12/2015;93000;MONTREUIL MAIRIE;Laurent BRIENT               ;BRIENT IMMOBILIER;01 48 37 47 37;montreuil.mairie@guyhoquet.com;P;HOQUET1228;Siège;2075
02/12/2014;93100;MONTREUIL OUEST;Larbi BELAYACHI;EASY14 IMMOBILIER;01 82 30 87 60;montreuilouest@guyhoquet.com;P;HOQUET1192;Siège;1943
;92120;MONTROUGE;Michel MENDES;REAL IMMOBILIER;01.47.35.31.31;montrouge@guyhoquet.com;P;HOQUET10;Siège;2149
;77250;MORET-SUR-LOING;Carlos ERVALHO;LABOEER IMMOBILIER MORET;01 64 22 17 13;moret@guyhoquet.com ;P;HOQUET1150;Siège;1945
;69440;MORNANT;Miguel VELOSO;RHONE SUD IMMOBILIER;04 27 02 14 06;mornant@guyhoquet.com;Succ.;HOQUET763;Siège;2014
;91390;MORSANG SUR ORGE;Michel PERSECHINI;LOGIA IMMOBILIER;01 69 46 59 59;morsangsurorge@guyhoquet.com;P;HOQUET842;Siège;1895
11/07/2016;68100;MULHOUSE;David BALIN;IMPERIUM;03 89 600 601;mulhouse@guyhoquet.com ;P;HOQUET1257;Siège;2132
08/04/2016;54000;NANCY CENTRE;Elise et Jean Baptiste DUBOIS;ANJE IMMOBILIER;03 57 80 04 20;nancycentre@guyhoquet.com;P;HOQUET1250;Siège;2123
;92000;NANTERRE;Efflam LE LOREC;BRENMAR IMMO;01.41.37.67.67;nanterre@guyhoquet.com;P;HOQUET249;Siège;1758
;44000;NANTES Nord;Mickael MARCHAND;2M IMMO;02.28.23.19.69;nantesnord@guyhoquet.com;Succ.;HOQUET505 S;Pas de code unique;1550
;77140;NEMOURS;Carlos ERVALHO;LABOEER IMMOBILIER NEMOURS;01 64 78 04 88;nemours@guyhoquet.com;P;HOQUET1106;Siège;1709
;76270;NEUFCHATEL;Dominique LOISEAU et Hervé LEMOINE;CDLI;02.32.97.19.19;neufchatel@guyhoquet.com;P;HOQUET999;Siège;1787
;93360;NEUILLY PLAISANCE;Jean-Philippe SONNAC;JPLS IMMOBILIER;01 49 44 66 66;neuillyplaisance@guyhoquet.com;P;HOQUET416;Siège;1957
;45170;NEUVILLE AUX BOIS;Ludovic JAVOY  ;JADIMMO;02 38 75 17 17;neuvilleauxbois@guyhoquet.com;P;HOQUET1256;Siège;1898
;93130;NOISY LE SEC;Jérome HERRERA;AEI;01 48 96 15 30;noisylesec@guyhoquet.com;P;HOQUET487;Siège;2068
;91340;OLLAINVILLE;Myriam et Hervé MARQUANT;MDMH Immobilier;01 60 83 62 32;ollainville@guyhoquet.com;P;HOQUET1035;Siège;1426
;84100;ORANGE;Pierre DOUMENGE;DOUMENGE IMMO;04 90 30 91 13;orange@guyhoquet.com;P;HOQUET1188;Siège;1968
;45000;ORLEANS Centre;Arnaud MERLET;MERLET IMMO;02 38 548 548;orleanscentre@guyhoquet.com;P;HOQUET618;Siège;1560
30/09/2016;45100;ORLEANS Sud;Josiane DELAUNAY ;GMAX;02 45 40 03 30;orleanssud@guyhoquet.com ;P;HOQUET1265;Siège;2173
;91400;ORSAY;Simon BOUSQUET ;SBT IMMOBILIER;01 60 92 03 03;orsay@guyhoquet.com;P;HOQUET701 P;Pas de code unique;1944
;64300;ORTHEZ;Laurent OTERO;IMMOPLUS;05 59 69 38 16;orthez@guyhoquet.com;P;HOQUET461;Siège;1993
;44700;ORVAULT (Nantes nord);Mickael MARCHAND;2M IMMO;02 51 83 68 68;nantesnord@guyhoquet.com;P;HOQUET505;Siège;1550
;69600;OULLINS;Romain SOLENNE;ZEN IMMOBILIER;04.78.16.82.82;oullins@guyhoquet.com;P;HOQUET292;Siège;2005
08/09/2015;1100;OYONNAX;Béatrice BERGERY;AVENIR IMMOBILIER;04 74 12 04 10;oyonnax@guyhoquet.com;P;HOQUET1220;Siège;2099
;77330;OZOIR LA FERRIERE;Olivier MARCHAL;COUBERT IMMO CONSEILS;01 60 02 02 11;ozoir@guyhoquet.com;Succ.;HOQUET1158;Siège;1593a3
;40160;PARENTIS EN BORN;Dominique DEZELLUS;GRANDE LANDE;05.58.82.58.58;parentis@guyhoquet.com;P;HOQUET295;Siège;1706
;75009;PARIS 09 est;Thierry ROBIN;ADN IMMOBILIER;01.44.63.52.52;paris9est@guyhoquet.com;P;HOQUET6;Siège;1873
;75010;PARIS 10 Nord;Arié HAZAN;AS PARTNER;01 45 23 10 10;paris10bonnenouvelle@guyhoquet.com;P;HOQUET747;Siège;1930
;75011;PARIS 11;"Philippe THOMAS et
Céline MELOU";ASIOB;01 40 21 15 15;paris11@guyhoquet.com;P;HOQUET21;Siège;1751
09/10/2014;75011;PARIS 11 Bastille et 12 Nation;Bruno GAUTHIER;JB IMMO;06 52 55 54 72;paris11bastille@guyhoquet.com ;P;HOQUET1189;Siège;1971
21/10/2016;75011;PARIS 11 république ;Alain DOKUM;ETUDE DLL;01 53 19 49 49;paris11republique@guyhoquet.com;P;HOQUET1272;Siège;
;75011;PARIS 11 VOLTAIRE;Lionel BISMUTH;VOLTAIRE IMMOBILIER;01 40 09 54 60;paris11voltaire@guyhoquet.com;P;HOQUET1177 ;Siège;1965
;75012;PARIS 12 est;Norbert GONZALES et    Salvatore ALTERIO;AG IMMO 12;01 40 01 00 03;paris12est@guyhoquet.com;P;HOQUET217;Siège;1748
14/04/2015;75013;PARIS 13 GOBELINS;Fabrice DAKHLI;TGA LES GOBELINS;01 44 08 61 21;paris13gobelins@guyhoquet.com  ;P;HOQUET1210;Siège;1988
;75013;PARIS 13 Ouest;Yves BENIGERI;AABEI;01.43.13.33.00;paris13@guyhoquet.com;P;HOQUET124;Siège;1950
08/09/2015;75014;PARIS 14;Philippe LHERMITTE;L’AGENCE PARIS ALESIA;01 43 35 20 20;paris14alesia@guyhoquet.com ;P;HOQUET1221;Siège;2063
26/09/2016;75014;Paris 14 Plaisance;Eric BERNARD;BERNARD-KOENIG IMMOBILIER;01 81 69 77 20;paris14plaisance@guyhoquet.com;P;HOQUET1264;Siège;2124
;75015;PARIS 15 Est;Francis HERLY;AMH IMMOBILIER;01 53 58 58 88;paris15vaugirard@guyhoquet.com;P;HOQUET16;Siège;2046
21/10/2016;75015;PARIS 15 Saint Charles ;Bertrand DALIN ;DBD IMMOBILIER ;01 82 83 40 00;paris15ouest@guyhoquet.com ;P;HOQUET1271;Siège;
;75015;PARIS 15 SUD;Serge BUSSAT;BUSSAT DUNNE IMMOBILIER;01 45 32 40 40;paris15sud@guyhoquet.com;P;HOQUET1157;Siège;1916
14/04/2015;75116;PARIS 16 MUETTE;Bertrand PALLATIN;IMMOBILIERE PALLATIN;01 42 24 06 06;paris16muette@guyhoquet.com  ;P;HOQUET1209;Siège;1969
;75018;PARIS 18 est;José ALONSO;CUSTINE IMMOBILIER;01 53 09 92 00;paris18est@guyhoquet.com;P;HOQUET75;Siège;2045
;75018;PARIS 18 ouest;Frédéric TEBOUL et Lionel BISMUTH;CABINET FREDELION;01 53 09 26 27;paris18ouest@guyhoquet.com;P;HOQUET649;Siège;1779
26/01/2015;75019;PARIS 19 Sud;Kamal FERRADJI;KF IMMOBILIER;01.73.73.00.50;paris19sud@guyhoquet.com ;P;HOQUET1199;Siège;2022
;75020;PARIS 20 nord;Eric SLAKMON;GARNIER SARL;01 40 33 30 00;paris20nord@guyhoquet.com;P;HOQUET379;Siège;1761
;75020;PARIS 20 sud;Jérôme COMBES;JEROME COMBES IMMOBILIER;01 44 64 01 00;paris20sud@guyhoquet.com;P;HOQUET1107;Siège;1783
18/09/2014;75015;PARIS 7 et 15;Joseph HAZAN;IJH CONSEILS;01 53 95 00 22;paris15dupleix@guyhoquet.com ;P;HOQUET1184;Siège;1991
05/09/2016;75009;PARIS 9 ouest ;Fabian FAURE ;S2F IMMOBILIER;01 81 69 76 69;paris9ouest@guyhoquet.com  ;P;HOQUET1263;Siège;2121
;64000;PAU;Laurent OTERO;IMMOPLUS;05.59.98.40.83;pau@guyhoquet.com;P;HOQUET80;Siège;2086
;93320;PAVILLONS SOUS BOIS;Slobodan KESIC et Julien LACROIX;SJ IMMO;01 48 48 08 28;pavillonssousbois@guyhoquet.com;P;HOQUET789;Siège;1800
;76570;PAVILLY;Annick JOLY;AJIMMO;02 32 80 26 26;pavilly@guyhoquet.com;P;HOQUET710;Siège;1683
23/02/2016;50190;PERIERS;Stéphanie LEMOIGNE ;JISIMMO;02 33 47 50 12;periers@guyhoquet.com;P;HOQUET1243;Siège;2078
;80200;PERONNE;Fanny GHESQUIER;EURL F. GHESQUIER;03 22 85 17 99;f.ghesquier@guyhoquet.com;P;HOQUET777;Siège;1770
;66000;PERPIGNAN ;Nathalie et Jean AUBERT;EYES WIDE SHUT;04 68 28 00 44;cabinetperpignan@guyhoquet.com;P;GHEC007;GHEC;2027
19/01/2016;66000;PERPIGNAN CENTRE;"Mme Marcelina STARK et
Mme Angélique BATLLE ";ANGELIS CONCEPT et CONSEIL FINANCIER;06  30 11 24 12;perpignan@guyhoquet.com;P;HOQUET1237;Siège;2092
;66001;PERPIGNAN SUD;Christian BELLIERES;B2 IMMO;04 68 53 94 14;perpignansud@guyhoquet.com;P;HOQUET1082;Siège;1662
;33600;PESSAC;Gildas KERBART;I 3 M;05.56.15.33.00;pessac@guyhoquet.com;P;HOQUET11;Siège;1835
;22650;PLOUBALAY;Alain DAUGAN;DAUGAN IMMOBILIER;02 96 27 23 95 ;ploubalay@guyhoquet.com;P;HOQUET488;Siège;1711
;27500;PONT AUDEMER;Benoit LE BAS;IMMOBILIERE DE NORMANDIE;02.32.41.79.62;pontaudemer@guyhoquet.com;P;HOQUET352;Siège;1865
;77340;PONTAULT COMBAULT;Valérie RONDEPIERRE;VALERIMMO;01.60.28.04.40;pontault@guyhoquet.com;P;HOQUET305;Siège;1959
;38530;PONTCHARRA;Patrick MAMICHEL;CPMA IMMOBILIER;04 76 08 22 09;pontcharra@guyhoquet.com;P;HOQUET670;Siège;1654
;95300;PONTOISE;Alain DESSEROY;DESSIMMO;01.30.30.70.90;pontoise@guyhoquet.com;P;HOQUET141;Siège;40
;44210;PORNIC;Françoise BESSONNET;EASYMMO;02 51 74 57 30;pornic@guyhoquet.com;P;HOQUET400;Siège;1789
;77160;PROVINS;Marylin MOREAU;VICTOIRE IMMOBILIER;01 60 58 00 01;provins@guyhoquet.com;P;HOQUET820;Siège;1775
;92800;PUTEAUX;Stéphane HULOT;SOLIMMO;01.41.38.33.83;puteaux@guyhoquet.com;P;HOQUET42;Siège;1990
;56230;QUESTEMBERT;Anne LANCELOT;SERVICE IMMOBILIER DE L'ARGOET;02 97 49 02 90;questembert@guyhoquet.com;Succ.;HOQUET358 S;Pas de code unique;1801
;78120;RAMBOUILLET;Boris DUMONT;DUMONT IMMOBILIER;01 30 88 60 00;rambouillet@guyhoquet.com;P;HOQUET1077;Siège;2085
03/07/2014;31520;RAMONVILLE SAINT-AGNE;Philippe SZWARC et Dominique SZWARC;GARDENIA IMMOBILIER;05 61 33 03 30;ramonville@guyhoquet.com ;P;HOQUET1179;Siège;1937
;51100;REIMS;Eric REDOUTE;TIMOTIMO;03.26.09.83.83;reimscentre@guyhoquet.com;P;HOQUET65;Siège;1498
;51100;REIMS NORD;Jean Yves PERSON;6ème AVENUE;03 26 49 12 12;reimsnord@guyhoquet.com;P;HOQUET533;Siège;1499
;61110;REMALARD;Arnaud MORTIER;ARNAUD MORTIER IMMOBILIER;02 33 73 04 81;remalard@guyhoquet.com;P;HOQUET426;Siège;1457
;31250;REVEL;Isabelle AZAM ;PASTEL IMMO;05 31 61 55 90;revel@guyhoquet.com ;P;HOQUET1163;Siège;1923
;12000;RODEZ;Grégory GIORDAN;COGIM;05 65 68 15 38;rodez@guyhoquet.com;P;HOQUET1111;Siège;1767
01/12/2016;77680;ROISSY EN BRIE;Valérie RONDEPIERRE;VALERIMMO;01 82 33 02 60;ylac.immogest@guyhoquet-gestion.com  ;Succ.;HOQUET847;Siège;1959
;77680;ROISSY EN BRIE;Valérie RONDEPIERRE;VALERIMMO;01 60 29 00 29;roissyenbrie@guyhoquet.com;Succ.;HOQUET847;Siège;1959
;93110;ROSNY SOUS BOIS;William et Gaëlle FRANCK;WG IMMO;01 48 55 70 47;rosnysousbois@guyhoquet.com;P;HOQUET517;Siège;2154
;17200;ROYAN;Sébastien DUVAL;DL IMMO;05 46 22 17 87;royan@guyhoquet.com;P;HOQUET60;Siège;1657
;92500;RUEIL MALMAISON;Stéphane HULOT et Efflam LE LOREC;CRISTALIMMO;01.55.47.11.22;rueil@guyhoquet.com;P;HOQUET888;Siège;2102
22/12/2014;27250;RUGLES;Céline GUITTON;VIKING IMMOBILIER NORMANDIE;06 78 34 74 34;verneuilsuravre@guyhoquet.com  ;Succ.;HOQUET1195;Siège;2041
;72300;SABLE SUR SARTHE;Chantal DE LA COUR et Sandrine BRECHETEAU ;CHANTOLIVE;02.43.95.91.41;sable@guyhoquet.com;P;HOQUET86;Siège;2140
;33240;SAINT ANDRE DE CUBZAC;Olivier HAIE;AQUIFARE;05 57 64 97 07;o.haie@guyhoquet.com;P;HOQUET1040;Siège;2050
;57500;SAINT AVOLD;Alain MULLER;ACI IMMO;03.87.00.19.03;saintavold@guyhoquet.com;P;HOQUET108;Siège;1790
;69720;SAINT BONNET DE MURE;Pascal BAYLE;BAYLIMMO;04 78 40 99 99;stbonnetdemure@guyhoquet.com;P;HOQUET450;Siège;2016
;22000;SAINT BRIEUC;Sylvain CRESTEAUX;LE GUIDE IMMOBILIER;02 96 33 22 22;saintbrieuc@guyhoquet.com;P;HOQUET440;Siège;1979
;37540;SAINT CYR S/LOIRE;Tristan BARBIER et Pascal HIRBEC;CEVALIMMO;02.47.85.55.77;saintcyr@guyhoquet.com;P;HOQUET48;Siège;1994
;93200;SAINT DENIS;Yacine BELKACIMI et Servet AYAN ;LE GRAND PARIS IMMO;01 42 43 09 74;saintdenis@guyhoquet.com;P;HOQUET339;Siège;1520
;93200;SAINT DENIS 2 ;Yacine BELKACIMI et Servet AYAN ;LE GRAND PARIS IMMO;01 48 41 17 03;saintdenis@guyhoquet.com;Succ.;HOQUET339 S;Pas de code unique;1520
;69650;SAINT GERMAIN AU MONT D'OR;Pascal PAYSANT;3MP IMMOBILIER;04 37 92 07 01;;Succ.;HOQUET366 S;Pas de code unique;1928
;85270;SAINT HILAIRE DE RIEZ;Hervé BESSONNET;ABH IMMOBILIER;02 51 55 19 11;sthilaire85@guyhoquet.com;P;HOQUET403;Siège;1918
;97320;SAINT LAURENT DU MARONI;Tony MIRANDE;VTLP;05 94 34 19 19 ;stlaurentdumaroni@guyhoquet.com;P;HOQUET655;Siège;918
